Student,LPIPS,SSIM
110820043.jpg,0.3480374217033386,0.7120111889005337
110820014.jpg,0.3861677646636963,0.704771166140605
110820032.jpg,0.39496248960494995,0.6630779084021358
109820011.jpg,0.3972693979740143,0.7375739619684685
109820017.jpg,0.4146497845649719,0.705579608312726
110820054.jpg,0.44357019662857056,0.7421737733089223
110820001.jpg,0.44618433713912964,0.7160559414843756
110820052.jpg,0.527167558670044,0.6475293125326104
